Date,Year,Month,Day,Weekday,Week_Number,Year_Week,Open,High,Low,Close,Volume,Adj Close,Return,Short_MA,Long_MA
2016-02-01,2016,2,1,Monday,05,2016-05,150.84,152.19,150.19,151.25,2142000,132.37,0.0008600919415788777,132.15857142857143,133.626
2016-02-02,2016,2,2,Tuesday,05,2016-05,149.99,150.79,148.11,148.5,1931400,129.97,-0.018181392723316203,131.68642857142856,133.45190476190476
2016-02-03,2016,2,3,Wednesday,05,2016-05,149.28,149.98,145.45,146.7,2546900,128.39,-0.012121177255002613,131.34785714285712,133.22181818181818
2016-02-04,2016,2,4,Thursday,05,2016-05,145.0,145.14,141.79,143.28,5340500,125.4,-0.02331306513325271,130.7292857142857,132.88173913043477
2016-02-05,2016,2,5,Friday,05,2016-05,143.27,145.2,142.4,143.99,4079300,126.02,0.0049553383144280705,130.3292857142857,132.59583333333333
2016-02-08,2016,2,8,Monday,06,2016-06,142.74,147.55,141.62,147.02,3782000,128.67,0.021043068491531702,130.11357142857145,132.4388
2016-02-09,2016,2,9,Tuesday,06,2016-06,146.24,149.72,146.23,147.94,3228300,129.48,0.006257561501795683,130.05857142857144,132.325
2016-02-10,2016,2,10,Wednesday,06,2016-06,149.37,150.17,147.58,148.05,2189600,129.92,0.0034566900227865904,129.93785714285713,132.23592592592593
2016-02-11,2016,2,11,Thursday,06,2016-06,147.13,148.39,144.76,146.65,2198100,128.69,-0.00945621035640365,129.52214285714285,132.1092857142857
2016-02-12,2016,2,12,Friday,06,2016-06,147.98,149.27,147.0,148.65,1951800,130.45,0.013637851104445042,129.4142857142857,132.05206896551724
2016-02-16,2016,2,16,Tuesday,07,2016-07,149.35,150.64,147.7,149.11,2186400,130.85,0.003094703398231591,129.47714285714284,132.012
2016-02-17,2016,2,17,Wednesday,07,2016-07,149.75,151.98,148.91,150.91,2174600,132.43,0.012071603320125357,129.70142857142858,132.02548387096775
2016-02-18,2016,2,18,Thursday,07,2016-07,149.13,149.84,146.82,148.65,2894300,130.45,-0.014975975046263468,129.66785714285714,131.97625
2016-02-19,2016,2,19,Friday,07,2016-07,149.0,149.14,146.85,148.7,2471700,130.49,0.0003362918044342855,129.54142857142858,131.9312121212121
2016-02-22,2016,2,22,Monday,08,2016-08,149.63,150.18,148.49,150.06,2161300,131.69,0.009146049847065019,129.49285714285713,131.92411764705884
2016-02-23,2016,2,23,Tuesday,08,2016-08,149.89,151.76,149.12,150.36,1850600,131.95,0.001999023199306116,129.6342857142857,131.92485714285715
2016-02-24,2016,2,24,Wednesday,08,2016-08,150.03,154.41,149.66,153.87,2590100,135.03,0.023344176971129338,130.10857142857142,132.0111111111111
2016-02-25,2016,2,25,Thursday,08,2016-08,154.69,154.88,152.86,154.72,1746900,135.78,0.0055240309017570155,130.85,132.11297297297298
2016-02-26,2016,2,26,Friday,08,2016-08,153.09,153.41,148.76,149.68,3800800,131.35,-0.03257483323348187,131.2307142857143,132.0928947368421
2016-02-29,2016,2,29,Monday,09,2016-09,149.99,152.3,149.69,150.03,3115800,131.66,0.0023383080704910686,131.4442857142857,132.08179487179487
2016-03-01,2016,3,1,Tuesday,09,2016-09,150.4,151.2,149.38,150.52,2681400,132.09,0.0032660407556825977,131.63071428571428,132.082
2016-03-02,2016,3,2,Wednesday,09,2016-09,151.13,152.95,150.39,152.79,2947600,134.08,0.015080970502402202,131.92785714285714,132.13073170731707
2016-03-03,2016,3,3,Thursday,09,2016-09,148.56,151.96,147.38,151.6,5552600,133.04,-0.00778869590412079,132.23857142857142,132.15238095238095
2016-03-04,2016,3,4,Friday,09,2016-09,151.74,151.77,150.03,150.9,2155600,132.42,-0.004617044515741409,132.37928571428571,132.1586046511628
2016-03-07,2016,3,7,Monday,10,2016-10,149.96,150.89,147.6,148.17,3159600,130.03,-0.01809155149157815,132.32071428571427,132.1102272727273
2016-03-08,2016,3,8,Tuesday,10,2016-10,147.66,151.92,147.1,150.95,3156300,132.47,0.018761915423989084,132.32357142857143,132.11822222222222
2016-03-09,2016,3,9,Wednesday,10,2016-10,151.35,153.5,151.31,153.05,2395300,134.31,0.01391204504159349,132.5992857142857,132.1658695652174
2016-03-10,2016,3,10,Thursday,10,2016-10,153.21,154.69,151.05,152.87,1413000,134.15,-0.001176073092851837,132.8607142857143,132.20808510638298
2016-03-11,2016,3,11,Friday,10,2016-10,153.85,154.0,151.4,152.71,1829900,134.01,-0.0010465407511662805,133.02642857142857,132.245625
2016-03-14,2016,3,14,Monday,11,2016-11,152.26,153.3,151.65,152.67,1218400,133.98,-0.00026199468245302615,133.17142857142858,132.28102040816324
2016-03-15,2016,3,15,Tuesday,11,2016-11,151.8,154.42,151.8,154.18,1398500,135.3,0.009890414016801241,133.19071428571428,132.3414
2016-03-16,2016,3,16,Wednesday,11,2016-11,153.7,155.0,152.63,154.06,1485500,135.2,-0.000778039329611846,133.14928571428572,132.25279999999998
2016-03-17,2016,3,17,Thursday,11,2016-11,153.82,154.74,153.59,153.84,1583200,135.0,-0.00142817447159016,133.41,132.15339999999998
2016-03-18,2016,3,18,Friday,11,2016-11,154.58,154.7,152.77,153.15,3611700,134.4,-0.0044849410145657576,133.6057142857143,132.068
2016-03-21,2016,3,21,Monday,12,2016-12,152.82,154.35,152.47,153.94,1367400,135.09,0.0051581944309937455,133.82,132.0598
2016-03-22,2016,3,22,Tuesday,12,2016-12,153.21,153.81,152.0,152.23,1943100,133.59,-0.011107986120523772,133.785,132.0692
2016-03-23,2016,3,23,Wednesday,12,2016-12,152.18,153.93,151.64,153.51,2127300,134.71,0.00840820754545657,133.90428571428572,132.05519999999999
2016-03-24,2016,3,24,Thursday,12,2016-12,153.24,154.08,150.85,151.43,2506500,132.89,-0.013549552586352265,133.93785714285713,131.9814
2016-03-28,2016,3,28,Monday,13,2016-13,151.8,153.94,151.78,152.67,1767400,133.98,0.008188419184873785,134.22,131.9984
