Date,Year,Month,Day,Weekday,Week_Number,Year_Week,Open,High,Low,Close,Volume,Adj Close,Return,Short_MA,Long_MA
2016-03-29,2016,3,29,Tuesday,13,2016-13,152.77,155.46,152.52,155.26,1655400,136.25,0.016964871439765217,134.48999999999998,132.0422
2016-03-30,2016,3,30,Wednesday,13,2016-13,155.91,158.24,155.65,157.6,2642700,138.3,0.01507132100392905,134.775,132.1758
2016-03-31,2016,3,31,Thursday,13,2016-13,157.96,159.8,157.52,157.58,2692400,138.29,-0.00012654662426669905,135.07071428571427,132.3078
2016-04-01,2016,4,1,Friday,13,2016-13,157.87,159.09,157.0,158.25,1531500,138.87,0.004251268881501735,135.41785714285714,132.4802
2016-04-04,2016,4,4,Monday,14,2016-14,158.68,158.99,156.46,157.73,1458400,138.42,-0.00328592804008776,135.73499999999999,132.6164
2016-04-05,2016,4,5,Tuesday,14,2016-14,157.89,158.0,155.72,155.99,1855600,136.89,-0.011031240409342447,135.84857142857143,132.664
2016-04-06,2016,4,6,Wednesday,14,2016-14,155.81,157.41,155.22,156.77,1572600,137.58,0.005000300961069071,136.01857142857142,132.7764
2016-04-07,2016,4,7,Thursday,14,2016-14,154.42,154.58,151.48,152.03,4050100,133.42,-0.030235403947086348,135.90571428571428,132.84539999999998
2016-04-08,2016,4,8,Friday,14,2016-14,152.98,152.98,150.92,151.65,2008500,133.08,-0.0024993386525530292,135.8114285714286,132.9212
2016-04-11,2016,4,11,Monday,15,2016-15,151.34,151.94,148.97,149.05,2279000,130.8,-0.017144672000513617,135.505,132.9188
2016-04-12,2016,4,12,Tuesday,15,2016-15,149.6,150.68,148.51,150.52,2268300,132.09,0.009862309600997543,135.39785714285713,132.9154
2016-04-13,2016,4,13,Wednesday,15,2016-15,151.57,152.08,150.59,151.88,2078800,133.28,0.009035574991818507,135.29571428571427,132.93359999999998
2016-04-14,2016,4,14,Thursday,15,2016-15,152.59,152.91,151.14,151.4,2420000,132.86,-0.0031610018169664356,135.29357142857143,132.9914
2016-04-15,2016,4,15,Friday,15,2016-15,151.96,153.81,151.84,153.17,2675900,134.42,0.011691254143947116,135.32500000000002,133.112
2016-04-18,2016,4,18,Monday,16,2016-16,152.78,153.71,152.27,153.3,1335800,134.53,0.0008487835899266827,135.20214285714286,133.2946
2016-04-19,2016,4,19,Tuesday,16,2016-16,153.78,153.9,152.49,153.68,1579000,134.86,0.0024787462312372277,134.95642857142857,133.4714
2016-04-20,2016,4,20,Wednesday,16,2016-16,153.72,153.89,152.6,152.74,1308700,134.04,-0.006116599278965129,134.65285714285713,133.5788
2016-04-21,2016,4,21,Thursday,16,2016-16,152.49,152.74,150.69,151.42,2097600,132.88,-0.00864207663927663,134.225,133.6468
2016-04-22,2016,4,22,Friday,16,2016-16,151.05,151.81,149.36,149.92,2233900,131.56,-0.009906490628852627,133.73499999999999,133.6796
2016-04-25,2016,4,25,Monday,17,2016-17,149.98,151.68,149.47,151.51,1249000,132.96,0.010605808612735412,133.45428571428573,133.765
2016-04-26,2016,4,26,Tuesday,17,2016-17,152.08,153.45,151.67,152.6,1552900,133.92,0.007194150482113804,133.19285714285712,133.8344
2016-04-27,2016,4,27,Wednesday,17,2016-17,152.24,152.51,150.6,151.77,1492800,133.58,-0.002497409498815828,133.20428571428573,133.889
2016-04-28,2016,4,28,Thursday,17,2016-17,152.01,153.65,151.14,151.44,2198100,133.29,-0.00217422692376934,133.21928571428572,133.90619999999998
2016-04-29,2016,4,29,Friday,17,2016-17,150.01,150.98,147.46,148.13,3588800,130.38,-0.021856843155081962,133.18928571428572,133.9048
2016-05-02,2016,5,2,Monday,18,2016-18,148.76,151.42,147.75,150.93,3361500,132.84,0.018902171769512588,133.24285714285716,133.9518
2016-05-03,2016,5,3,Tuesday,18,2016-18,150.08,152.53,149.6,151.41,2201300,133.26,0.0031804783938476078,133.24142857142857,133.9832
2016-05-04,2016,5,4,Wednesday,18,2016-18,150.12,152.0,149.44,151.51,2111600,133.35,0.0006602079414566031,133.27642857142857,134.0112
2016-05-05,2016,5,5,Thursday,18,2016-18,148.98,150.38,146.37,147.84,4869300,130.12,-0.024222662070458534,132.96928571428572,133.913
2016-05-06,2016,5,6,Friday,18,2016-18,147.06,147.5,144.74,146.44,3692200,128.89,-0.009469742498757316,132.56642857142856,133.77519999999998
2016-05-09,2016,5,9,Monday,19,2016-19,146.83,148.97,146.51,148.59,2843800,130.78,0.014681425161230166,132.275,133.7638
2016-05-10,2016,5,10,Tuesday,19,2016-19,149.38,149.98,148.75,149.56,1943900,131.64,0.006528218300315691,132.10357142857143,133.7634
2016-05-11,2016,5,11,Wednesday,19,2016-19,148.39,148.69,146.58,147.12,2812700,129.49,-0.016314670696234046,131.86142857142858,133.7114
2016-05-12,2016,5,12,Thursday,19,2016-19,147.32,147.77,146.32,146.72,2860400,129.14,-0.002718428479901336,131.6885714285714,133.61260000000001
2016-05-13,2016,5,13,Friday,19,2016-19,146.33,146.72,144.3,144.5,2993600,127.18,-0.015131245300176621,131.2757142857143,133.49540000000002
2016-05-16,2016,5,16,Monday,20,2016-20,144.5,146.58,143.4,145.79,2615000,128.32,0.008927625549383311,130.87571428571428,133.4134
2016-05-17,2016,5,17,Tuesday,20,2016-20,145.5,146.24,143.22,143.6,2928900,126.39,-0.01502163223967734,130.36214285714286,133.3406
2016-05-18,2016,5,18,Wednesday,20,2016-20,140.18,141.66,138.57,141.29,5717000,124.36,-0.016086398891817955,129.7242857142857,133.1784
2016-05-19,2016,5,19,Thursday,20,2016-20,142.45,143.08,141.42,142.7,2830500,125.6,0.009979545686004787,129.38285714285715,133.0042
2016-05-20,2016,5,20,Friday,20,2016-20,142.73,143.5,142.02,142.69,2088400,125.59,-7.015986243563699e-05,128.86499999999998,132.833
2016-05-23,2016,5,23,Monday,21,2016-21,142.84,144.0,141.91,142.01,1828400,124.99,-0.004765434263220292,128.2742857142857,132.6526
2016-05-24,2016,5,24,Tuesday,21,2016-21,142.57,143.48,142.38,142.57,2813100,125.48,0.003943158936650981,127.71214285714287,132.4826
2016-05-25,2016,5,25,Wednesday,21,2016-21,142.62,145.68,142.51,144.54,4156700,127.22,0.013818046908800952,127.505,132.321
2016-05-26,2016,5,26,Thursday,21,2016-21,149.01,153.88,147.7,149.71,7679400,131.77,0.03576843326781476,127.71071428571429,132.25240000000002
2016-05-27,2016,5,27,Friday,21,2016-21,150.24,150.77,148.11,149.08,3349800,131.21,-0.004208185441785917,127.74142857142859,132.1766
2016-05-31,2016,5,31,Tuesday,22,2016-22,149.57,149.88,147.63,148.77,3738900,130.94,-0.0020793768172452376,127.69142857142857,132.10739999999998
2016-06-01,2016,6,1,Wednesday,22,2016-22,150.5,153.0,150.32,152.52,3487300,134.24,0.025206931792624232,128.03071428571428,132.0904
2016-06-02,2016,6,2,Thursday,22,2016-22,150.05,151.51,148.55,151.51,3957600,133.35,-0.006622344926860535,128.33142857142857,132.0856
2016-06-03,2016,6,3,Friday,22,2016-22,150.3,151.78,150.27,151.71,1964200,133.53,0.0013204601059708665,128.785,132.062
2016-06-06,2016,6,6,Monday,23,2016-23,151.83,152.49,151.71,152.24,1961600,133.99,0.003492890688725492,129.19,132.084
2016-06-07,2016,6,7,Tuesday,23,2016-23,152.08,153.85,151.9,152.62,2113000,134.33,0.0024963889930220695,129.75714285714284,132.09099999999998
2016-06-08,2016,6,8,Wednesday,23,2016-23,152.68,153.47,152.05,153.37,1528300,134.99,0.004914007146779253,130.51642857142858,132.0658
2016-06-09,2016,6,9,Thursday,23,2016-23,153.0,154.14,152.92,154.05,1812100,135.59,0.004433986769705189,131.23,132.0116
2016-06-10,2016,6,10,Friday,23,2016-23,153.0,155.15,152.94,154.87,3266500,136.31,0.005322707050682052,131.99571428571429,131.972
2016-06-13,2016,6,13,Monday,24,2016-24,154.76,155.96,154.57,154.95,2576600,136.38,0.0005166128243787593,132.80928571428572,131.9222
2016-06-14,2016,6,14,Tuesday,24,2016-24,154.55,156.36,153.57,155.87,3274700,137.19,0.005937476364440197,133.6457142857143,131.8976
2016-06-15,2016,6,15,Wednesday,24,2016-24,155.7,156.78,154.66,154.86,2228500,136.3,-0.006479571725634625,134.29428571428573,131.8858
2016-06-16,2016,6,16,Thursday,24,2016-24,154.86,156.5,154.11,156.42,1937400,137.67,0.010073198050067012,134.71571428571428,131.8876
2016-06-17,2016,6,17,Friday,24,2016-24,157.03,157.25,155.76,155.89,2858200,137.21,-0.0033884930000737112,135.1442857142857,131.9634
2016-06-20,2016,6,20,Monday,25,2016-25,157.38,158.38,156.45,156.48,2090800,137.73,0.003785244297667356,135.62928571428571,132.0564
2016-06-21,2016,6,21,Tuesday,25,2016-25,157.07,157.9,156.66,157.2,1909700,138.36,0.004601343731522212,135.92357142857142,132.2076
2016-06-22,2016,6,22,Wednesday,25,2016-25,157.61,158.42,157.16,158.12,2094800,139.17,0.005852050450886104,136.33928571428572,132.3492
2016-06-23,2016,6,23,Thursday,25,2016-25,158.6,158.79,156.34,157.03,2912400,138.21,-0.00689325492522197,136.67357142857142,132.4478
2016-06-24,2016,6,24,Friday,25,2016-25,153.16,157.69,153.1,155.56,3996100,136.92,-0.009361450880259414,136.88285714285715,132.52900000000002
2016-06-27,2016,6,27,Monday,26,2016-26,154.24,154.93,152.55,154.26,2790800,135.77,-0.008356857636083403,136.9857142857143,132.556
2016-06-28,2016,6,28,Tuesday,26,2016-26,154.66,155.93,153.71,155.6,2156300,136.95,0.008686779641816189,137.12571428571428,132.6044
2016-06-29,2016,6,29,Wednesday,26,2016-26,156.44,157.28,155.89,157.08,1942500,138.25,0.00951143800334675,137.31571428571428,132.6722
2016-06-30,2016,6,30,Thursday,26,2016-26,156.96,157.82,155.5,157.04,3091100,138.22,-0.0002543962823046142,137.45214285714286,132.7558
2016-07-01,2016,7,1,Friday,26,2016-26,157.19,157.19,155.4,156.11,2317200,137.4,-0.005922593952416566,137.525,132.84619999999998
2016-07-05,2016,7,5,Tuesday,27,2016-27,156.08,156.15,154.7,155.25,2807400,136.64,-0.005508892954167455,137.4857142857143,132.9478
2016-07-06,2016,7,6,Wednesday,27,2016-27,155.2,156.55,154.67,156.01,2133200,137.31,0.004895418893375636,137.55785714285713,133.03480000000002
2016-07-07,2016,7,7,Thursday,27,2016-27,158.33,164.16,158.0,163.7,6497900,144.08,0.04929177261425943,138.0157142857143,133.238
2016-07-08,2016,7,8,Friday,27,2016-27,164.84,166.1,164.49,165.44,3932000,145.61,0.010629259985681871,138.6157142857143,133.4786
2016-07-11,2016,7,11,Monday,28,2016-28,165.06,167.49,165.06,166.72,2634300,146.74,0.007736862020895741,139.2592857142857,133.74759999999998
2016-07-12,2016,7,12,Tuesday,28,2016-28,166.49,166.92,165.82,166.28,1642100,146.35,-0.0026389457776607728,139.82999999999998,134.067
2016-07-13,2016,7,13,Wednesday,28,2016-28,167.0,167.19,166.02,166.78,1479800,146.79,0.00300698306941638,140.37428571428572,134.346
2016-07-14,2016,7,14,Thursday,28,2016-28,167.15,168.0,166.28,166.94,2150100,146.93,0.0009594413078670705,140.99714285714285,134.6194
2016-07-15,2016,7,15,Friday,28,2016-28,167.44,167.44,165.6,166.41,1962300,146.47,-0.0031748563671385455,141.67928571428573,134.8818
2016-07-18,2016,7,18,Monday,29,2016-29,166.56,167.86,165.92,167.51,1993800,147.43,0.006609861191560595,142.51214285714286,135.22799999999998
2016-07-19,2016,7,19,Tuesday,29,2016-29,167.5,168.56,167.39,168.12,1487800,147.97,0.0036415809217837936,143.29928571428573,135.6096
2016-07-20,2016,7,20,Wednesday,29,2016-29,168.25,168.26,166.95,168.04,1336900,147.9,-0.00047558781550616214,143.98857142857145,135.952
2016-07-21,2016,7,21,Thursday,29,2016-29,167.43,167.75,166.3,167.05,1384600,147.03,-0.005891552556051338,144.61785714285716,136.2598
2016-07-22,2016,7,22,Friday,29,2016-29,167.68,167.7,166.96,167.47,1335100,147.4,0.0025141776643344826,145.33214285714286,136.61800000000002
2016-07-25,2016,7,25,Monday,30,2016-30,167.17,168.2,166.4,167.97,1732200,147.84,0.002985720158248828,146.13214285714287,136.99200000000002
2016-07-26,2016,7,26,Tuesday,30,2016-30,167.6,168.82,166.7,167.57,1593900,147.49,-0.002381403809317173,146.85928571428573,137.3982
2016-07-27,2016,7,27,Wednesday,30,2016-30,167.16,167.5,165.75,166.15,1440000,146.24,-0.008474251868711646,147.01357142857142,137.7566
2016-07-28,2016,7,28,Thursday,30,2016-30,166.26,166.86,165.8,166.35,1866500,146.41,0.001204214594567432,147.07071428571427,138.15699999999998
2016-07-29,2016,7,29,Friday,30,2016-30,166.64,167.68,166.38,167.22,1359700,147.18,0.005229807966979028,147.10214285714284,138.6134
2016-08-01,2016,8,1,Monday,31,2016-31,167.15,168.0,166.9,167.56,986800,147.48,0.0020328517889520725,147.18285714285713,139.05100000000002
2016-08-02,2016,8,2,Tuesday,31,2016-31,167.07,167.54,164.59,166.5,2107300,146.55,-0.006325909805424024,147.1657142857143,139.47019999999998
2016-08-03,2016,8,3,Wednesday,31,2016-31,165.92,166.33,165.1,166.12,1837100,146.21,-0.002282479334196119,147.1142857142857,139.8946
2016-08-04,2016,8,4,Thursday,31,2016-31,166.04,167.74,165.89,166.55,1638300,146.59,0.0025888872689718845,147.12285714285713,140.3168
2016-08-05,2016,8,5,Friday,31,2016-31,166.86,168.33,166.08,167.7,1526500,147.6,0.006904817321188084,147.13500000000002,140.7244
2016-08-08,2016,8,8,Monday,32,2016-32,167.25,167.55,166.47,167.4,1294400,147.34,-0.001789160830124259,147.09,141.03580000000002
2016-08-09,2016,8,9,Tuesday,32,2016-32,167.74,168.6,166.88,167.86,1286700,147.74,0.0027479449702634273,147.07857142857142,141.3664
2016-08-10,2016,8,10,Wednesday,32,2016-32,167.44,168.5,167.05,168.29,1104300,148.52,0.005256506160562058,147.185,141.718
2016-08-11,2016,8,11,Thursday,32,2016-32,169.11,169.59,167.33,167.88,1497800,148.16,-0.0024362571947053047,147.2392857142857,141.99640000000002
2016-08-12,2016,8,12,Friday,32,2016-32,167.16,169.41,167.16,169.04,1399100,149.18,0.006909819705324338,147.335,142.313
2016-08-15,2016,8,15,Monday,33,2016-33,169.04,169.27,168.59,168.73,918600,148.91,-0.001833942397229671,147.4364285714286,142.6206
2016-08-16,2016,8,16,Tuesday,33,2016-33,167.88,168.8,167.88,168.41,1023000,148.63,-0.0018965403816156856,147.60714285714286,142.9134
2016-08-17,2016,8,17,Wednesday,33,2016-33,167.45,168.36,166.92,167.96,1382500,148.23,-0.002672090448008091,147.73714285714286,143.19140000000002
2016-08-18,2016,8,18,Thursday,33,2016-33,168.42,168.71,167.2,167.75,1353400,148.04,-0.0012500145404392704,147.79857142857145,143.4524
2016-08-19,2016,8,19,Friday,33,2016-33,167.21,168.33,167.1,168.02,1764800,148.28,0.0016094380788411744,147.8557142857143,143.7062
2016-08-22,2016,8,22,Monday,34,2016-34,168.34,168.69,167.62,167.94,955000,148.21,-0.000476447296130722,147.9742857142857,143.9442
2016-08-23,2016,8,23,Tuesday,34,2016-34,168.09,168.45,167.31,167.36,1003700,147.7,-0.0034534700403958674,148.0807142857143,144.1706
2016-08-24,2016,8,24,Wednesday,34,2016-34,167.14,167.88,166.76,167.57,1363800,147.88,0.0012548058620280855,148.17285714285714,144.3844
2016-08-25,2016,8,25,Thursday,34,2016-34,167.2,167.41,164.64,164.86,1817700,145.49,-0.016172033664574426,148.02214285714285,144.5682
2016-08-26,2016,8,26,Friday,34,2016-34,165.39,165.65,163.47,163.93,2009900,144.67,-0.005641323813874721,147.83142857142857,144.7082
2016-08-29,2016,8,29,Monday,35,2016-35,164.47,164.84,163.4,163.98,1819200,144.72,0.00030470807194782346,147.6157142857143,144.8584
2016-08-30,2016,8,30,Tuesday,35,2016-35,164.07,164.28,161.74,161.96,2010700,142.93,-0.012318623969920117,147.21642857142857,144.9624
2016-08-31,2016,8,31,Wednesday,35,2016-35,161.87,162.57,161.15,162.09,1933200,143.05,0.0008029025337601414,146.85142857142858,145.0562
2016-09-01,2016,9,1,Thursday,35,2016-35,159.0,159.0,155.54,156.21,6038500,137.86,-0.03627645860678408,146.04285714285714,145.03
2016-09-02,2016,9,2,Friday,35,2016-35,156.81,159.28,156.8,157.98,2679000,139.42,0.011331310244799386,145.36499999999998,145.0542
2016-09-06,2016,9,6,Tuesday,36,2016-36,158.13,158.15,156.02,158.06,2716900,139.49,0.0005060699943832958,144.71214285714285,145.10559999999998
2016-09-07,2016,9,7,Wednesday,36,2016-36,157.64,157.87,155.4,155.64,2984100,137.36,-0.01531028145749691,143.93571428571428,145.13739999999999
2016-09-08,2016,9,8,Thursday,36,2016-36,155.19,155.49,152.94,153.47,2993100,135.44,-0.013942418675149226,143.03571428571428,145.1072
2016-09-09,2016,9,9,Friday,36,2016-36,152.59,152.79,150.7,150.7,2993900,133.0,-0.018049212774069012,141.9442857142857,145.00220000000002
2016-09-12,2016,9,12,Monday,37,2016-37,150.5,151.99,150.26,151.69,2982400,133.87,0.006569280507864761,140.92000000000002,144.9152
2016-09-13,2016,9,13,Tuesday,37,2016-37,151.18,151.58,150.07,150.74,2148600,133.03,-0.006262537356320874,139.87214285714285,144.8278
2016-09-14,2016,9,14,Wednesday,37,2016-37,150.71,152.25,150.2,150.69,2188900,132.99,-0.00033205870201402643,138.8085714285714,144.7548
2016-09-15,2016,9,15,Thursday,37,2016-37,150.72,152.97,150.11,152.67,2284300,134.73,0.013139435367771846,138.04,144.7032
2016-09-16,2016,9,16,Friday,37,2016-37,151.96,152.66,151.14,152.35,2842000,134.45,-0.00209581947096249,137.31,144.51059999999998
2016-09-19,2016,9,19,Monday,38,2016-38,152.13,153.03,151.6,151.79,1321300,133.96,-0.0036755572548591298,136.54142857142855,144.2776
2016-09-20,2016,9,20,Tuesday,38,2016-38,152.43,152.71,151.67,152.17,1396700,134.29,0.002503227564298882,135.92428571428573,144.0286
2016-09-21,2016,9,21,Wednesday,38,2016-38,152.59,152.9,151.25,152.7,1535100,134.76,0.0034829966724394534,135.33214285714286,143.7968
2016-09-22,2016,9,22,Thursday,38,2016-38,153.03,154.28,152.68,153.15,2502200,135.16,0.002946999081490098,135.1392857142857,143.5642
2016-09-23,2016,9,23,Friday,38,2016-38,153.15,153.77,152.17,152.53,2282100,134.61,-0.004048557400135433,134.7957142857143,143.31779999999998
2016-09-26,2016,9,26,Monday,39,2016-39,152.08,152.28,151.01,151.19,1862200,133.43,-0.008784993462831348,134.36285714285714,143.05700000000002
2016-09-27,2016,9,27,Tuesday,39,2016-39,151.42,151.77,150.0,150.45,2569000,132.78,-0.004894239282408508,134.03571428571428,142.764
2016-09-28,2016,9,28,Wednesday,39,2016-39,150.6,150.67,148.94,149.41,2626300,131.86,-0.006912779482771247,133.78,142.4418
2016-09-29,2016,9,29,Thursday,39,2016-39,149.19,149.69,147.2,147.49,4501300,130.16,-0.012850444713150555,133.57714285714286,142.08700000000002
2016-09-30,2016,9,30,Friday,39,2016-39,151.79,154.85,151.6,152.51,7318100,134.59,0.03403605026606704,133.62857142857143,141.8382
2016-10-03,2016,10,3,Monday,40,2016-40,152.22,152.25,150.32,151.01,3197100,133.27,-0.009835492778526689,133.6457142857143,141.5556
2016-10-04,2016,10,4,Tuesday,40,2016-40,151.47,151.62,149.49,150.48,2840500,132.8,-0.003509637276417066,133.63214285714284,141.2548
2016-10-05,2016,10,5,Wednesday,40,2016-40,150.63,150.92,149.83,149.98,2377700,132.36,-0.003322763393830752,133.46285714285713,140.9522
2016-10-06,2016,10,6,Thursday,40,2016-40,150.23,150.64,149.0,149.47,2465500,131.91,-0.003400589252556263,133.28142857142856,140.6656
2016-10-07,2016,10,7,Friday,40,2016-40,149.77,150.19,148.79,149.99,2282100,132.37,0.003479284445905062,133.16785714285714,140.3848
2016-10-10,2016,10,10,Monday,41,2016-41,150.35,150.85,149.75,150.28,1587700,132.63,0.0019333808955177556,133.04928571428573,140.09380000000002
2016-10-11,2016,10,11,Tuesday,41,2016-41,149.67,151.14,149.51,151.01,2596800,133.27,0.004857490412439214,132.94285714285715,139.8096
2016-10-12,2016,10,12,Wednesday,41,2016-41,150.97,151.49,150.39,150.46,1664500,132.78,-0.003641765336214964,132.77285714285716,139.5342
2016-10-13,2016,10,13,Thursday,41,2016-41,149.93,151.34,149.72,150.22,1795300,132.57,-0.0015953539725382937,132.62714285714284,139.2614
2016-10-14,2016,10,14,Friday,41,2016-41,150.18,151.0,149.28,150.15,1745000,132.51,-0.00046603111946108555,132.56142857142856,138.9798
2016-10-17,2016,10,17,Monday,42,2016-42,150.08,150.2,148.63,148.7,1988400,131.23,-0.009657065027891987,132.45071428571427,138.6524
2016-10-18,2016,10,18,Tuesday,42,2016-42,149.51,149.62,148.41,149.11,1847800,131.59,0.0027573302847745396,132.43142857142857,138.3374
2016-10-19,2016,10,19,Wednesday,42,2016-42,150.7,151.32,149.31,149.45,1812000,131.89,0.0022802479852301882,132.555,138.0204
2016-10-20,2016,10,20,Thursday,42,2016-42,149.85,150.78,149.6,150.04,2251200,132.41,0.003947602694994945,132.39928571428572,137.6982
2016-10-21,2016,10,21,Friday,42,2016-42,149.51,150.29,148.5,148.97,2188000,131.47,-0.007131260292729258,132.2707142857143,137.3644
2016-10-24,2016,10,24,Monday,43,2016-43,149.35,152.32,149.29,152.12,2432800,134.25,0.021145048755421003,132.3742857142857,137.0658
2016-10-25,2016,10,25,Tuesday,43,2016-43,149.9,151.97,149.9,150.99,2060600,133.25,-0.007428379829850562,132.43785714285713,136.7526
2016-10-26,2016,10,26,Wednesday,43,2016-43,150.35,151.41,150.28,150.98,2246100,133.24,-6.595827177413582e-05,132.53285714285713,136.44480000000001
2016-10-27,2016,10,27,Thursday,43,2016-43,150.83,151.46,149.82,150.86,1993500,133.14,-0.000795216060799242,132.58785714285713,136.143
2016-10-28,2016,10,28,Friday,43,2016-43,150.44,150.86,149.38,149.76,1843900,132.17,-0.007291461563270096,132.555,135.8256
2016-10-31,2016,10,31,Monday,44,2016-44,148.89,149.35,147.1,147.87,3239400,130.5,-0.012620106968022515,132.35714285714286,135.47
2016-11-01,2016,11,1,Tuesday,44,2016-44,148.48,148.63,146.38,146.66,2112000,129.43,-0.008183254577137533,132.11785714285713,135.0944
2016-11-02,2016,11,2,Wednesday,44,2016-44,146.43,147.34,146.12,146.27,2260500,129.48,0.0004107348936150945,131.89714285714285,134.73
2016-11-03,2016,11,3,Thursday,44,2016-44,146.7,146.7,144.14,144.45,2168200,127.87,-0.012442667733227664,131.56571428571428,134.3298
2016-11-04,2016,11,4,Friday,44,2016-44,143.0,145.0,142.11,142.24,2702100,125.92,-0.015299535354206695,131.18642857142856,133.9384
2016-11-07,2016,11,7,Monday,45,2016-45,143.38,143.66,142.75,143.54,3010100,127.07,0.009139739437779015,130.86357142857145,133.58640000000003
2016-11-08,2016,11,8,Tuesday,45,2016-45,143.89,146.63,143.8,146.09,3505200,129.32,0.017764716308522388,130.68,133.2784
2016-11-09,2016,11,9,Wednesday,45,2016-45,143.54,147.39,143.54,146.79,3170200,129.94,0.0047919879151383515,130.50357142857143,133.0186
2016-11-10,2016,11,10,Thursday,45,2016-45,147.06,150.0,146.61,146.7,3944200,129.86,-0.0006128456151595074,130.38857142857142,132.7548
2016-11-11,2016,11,11,Friday,45,2016-45,146.61,149.62,145.38,149.36,3218000,132.22,0.018131685041768097,130.24357142857144,132.642
2016-11-14,2016,11,14,Monday,46,2016-46,150.92,152.14,149.5,152.0,3890800,134.56,0.017675719411197166,130.33714285714285,132.5448
2016-11-15,2016,11,15,Tuesday,46,2016-46,151.98,152.0,150.29,151.15,2799900,133.8,-0.005592820994687275,130.37714285714284,132.431
2016-11-16,2016,11,16,Wednesday,46,2016-46,152.19,152.55,151.8,152.14,2152300,134.68,0.006550157088362818,130.48714285714286,132.37740000000002
2016-11-17,2016,11,17,Thursday,46,2016-46,151.23,151.4,149.55,151.2,2098700,133.85,-0.006178405028195,130.60714285714286,132.3456
2016-11-18,2016,11,18,Friday,46,2016-46,150.84,151.2,149.52,150.36,2020500,133.1,-0.005555495388375631,130.79285714285714,132.3476
2016-11-21,2016,11,21,Monday,47,2016-47,150.55,151.29,150.12,151.17,1181200,133.82,0.005387405405151258,131.10642857142858,132.3466
2016-11-22,2016,11,22,Tuesday,47,2016-47,151.93,153.05,151.21,152.67,1954200,135.15,0.009922557484403294,131.51142857142858,132.389
2016-11-23,2016,11,23,Wednesday,47,2016-47,152.75,153.34,151.18,151.6,2166900,134.2,-0.007008808712518966,131.9635714285714,132.4132
2016-11-25,2016,11,25,Friday,47,2016-47,151.89,153.42,151.71,151.88,886800,134.45,0.001846945479179185,132.57285714285715,132.4076
2016-11-28,2016,11,28,Monday,48,2016-48,151.05,152.43,151.01,151.25,1733500,133.89,-0.004148079751174261,133.06,132.3964
2016-11-29,2016,11,29,Tuesday,48,2016-48,151.62,152.22,151.33,151.48,1496800,134.1,0.0015204981198337908,133.40142857142857,132.3992
2016-11-30,2016,11,30,Wednesday,48,2016-48,151.13,151.54,150.07,150.11,2750500,132.88,-0.009043708888999635,133.61142857142858,132.371
2016-12-01,2016,12,1,Thursday,48,2016-48,150.11,152.88,150.11,151.74,2305200,134.33,0.01085855039506245,133.9307142857143,132.3624
2016-12-02,2016,12,2,Friday,48,2016-48,151.99,152.87,151.43,152.09,1829200,134.64,0.0023067790017794465,134.10357142857143,132.352
2016-12-05,2016,12,5,Monday,49,2016-49,152.09,152.23,150.78,151.77,2432100,134.35,-0.0021040424929316126,134.08857142857144,132.3468
2016-12-06,2016,12,6,Tuesday,49,2016-49,151.85,152.08,150.42,151.01,2245400,133.68,-0.005007878544351141,134.08,132.3518
2016-12-07,2016,12,7,Wednesday,49,2016-49,150.6,153.91,150.48,153.85,2811300,136.19,0.018806775429548228,134.18785714285713,132.42
2016-12-08,2016,12,8,Thursday,49,2016-49,156.64,160.9,156.6,157.59,5504300,139.5,0.024309527824195376,134.59142857142857,132.5728
2016-12-09,2016,12,9,Friday,49,2016-49,157.28,159.83,157.26,159.7,2614700,141.37,0.013389011319790534,135.18214285714285,132.797
2016-12-12,2016,12,12,Monday,50,2016-50,158.6,161.28,158.56,160.33,2299200,141.93,0.00394485385940313,135.76142857142858,132.94379999999998
2016-12-13,2016,12,13,Tuesday,50,2016-50,160.85,162.04,159.14,159.77,3583300,141.43,-0.0034925433243193638,136.20999999999998,133.107
2016-12-14,2016,12,14,Wednesday,50,2016-50,160.05,160.45,158.25,158.99,2119100,140.74,-0.004882056349926001,136.67714285714285,133.2658
2016-12-15,2016,12,15,Thursday,50,2016-50,159.35,161.5,159.07,160.11,1811100,141.74,0.007044390523508026,137.19785714285715,133.4534
2016-12-16,2016,12,16,Friday,50,2016-50,160.49,161.25,159.85,160.41,3767100,142.0,0.0018735528895164055,137.77714285714285,133.65519999999998
2016-12-19,2016,12,19,Monday,51,2016-51,162.01,164.53,161.65,163.46,3231900,144.7,0.019014047881341645,138.53428571428572,133.9018
2016-12-20,2016,12,20,Tuesday,51,2016-51,164.32,164.95,163.5,163.86,2204600,145.06,0.002446979475109412,139.4042857142857,134.1504
2016-12-21,2016,12,21,Wednesday,51,2016-51,163.6,164.03,163.02,163.04,1313400,144.33,-0.005004247172277432,140.11857142857144,134.3716
2016-12-22,2016,12,22,Thursday,51,2016-51,163.66,163.67,161.92,162.07,1965900,143.47,-0.005949515755406698,140.74928571428572,134.58540000000002
2016-12-23,2016,12,23,Friday,51,2016-51,162.17,162.67,161.53,162.08,1254100,143.48,6.157951127350181e-05,141.40142857142857,134.8036
2016-12-27,2016,12,27,Tuesday,52,2016-52,162.06,162.76,161.8,162.05,1301100,143.45,-0.00018493985519818512,142.0992857142857,135.0224
